Error code,Name,Return code,Remarks
CE-32738-3,,,Attempted to write to read-only filehandle or media
CE-32739-4,,,Attempted to read from write-only filehandle
CE-32740-6,,,Media has been removed unplugged or otherwise detached
CE-32741-7,,,Path does not fit in buffer
CE-32742-8,,,Too many overlays
CE-32743-9,,,An invalid overlay was given as an argument
CE-32744-0,,,An invalid order was given as an argument
CE-32745-1,,,An invalid index was given. Either out of range or already in use
CE-32746-2,,,Callback did not handle the event
CE-32747-3,,,A FiosDHRead is already pending on this FiosDH
CE-32748-4,,,Badly-formed or unsupported PSARC archive
CE-32749-5,,,An invalid Resolve Type was given when resolving overlays
CE-32750-7,,,Invalid flags were given as an argument
CE-32751-8,,,An unknown platform-specific error occurred
CE-32752-9,,,The file or directory already exists
CE-32753-0,,,Invalid Character
CE-32754-1,,,No Memory
CE-32755-2,,,File Not Found
CE-32756-3,,,Set Value No Root
CE-32757-4,,,Not Initialize
CE-32758-5,,,Multiple Init
CE-32759-6,,,Generic error
CE-32760-8,,,Failed to assign memory
CE-32761-9,,,Not initialized yet
CE-32762-0,,,Invalid argument
CE-32763-1,,,Not Supported
CE-32764-2,,,Initialize Failed
CE-32765-3,,,Invalid Binary Data
CE-32766-4,,,Busy Parser
CE-32767-5,,,Unexpected EOF
CE-32768-6,,,Syntax Eroor XML
CE-32769-7,,,Mismatch End Tag
CE-32770-9,,,Invalid Charactor
CE-32771-0,,,Invalid DEC Value
CE-32772-1,,,Invalid HEX Value
CE-32773-2,,,Closing Angle Bracket Char Not Found
CE-32774-3,,,Equality Char Not Found
CE-32775-4,,,Semicolon Char Not Found
CE-32776-5,,,Quote Char Not Found
CE-32777-6,,,Comment Not Found
CE-32778-7,,,End Of CDATA Not Found
CE-32779-8,,,End Of DTD Not Found
CE-32780-0,,,Unknown Encoding
CE-32781-1,,,Not Set Handler
CE-32782-2,,,Invalid PI
CE-32783-3,,,Invalid Document Element
CE-32784-4,,,Document Element Not Found
CE-32785-5,,,Duplicate Attr Name
CE-32786-6,,,DOM Error
CE-32787-7,,,DOM Node Not Found
CE-32788-8,,,DOM Read Only
CE-32789-9,,,DOM Max Unique Element
CE-32790-1,,,DOM Max Unique Attribute
CE-32791-2,,,DOM Max Num of Attribute
CE-32792-3,,,DOM Max Size of Element Name
CE-32793-4,,,DOM Max Size of Attribute Name
CE-32794-5,,,DOM Max Size of Attribute Value
CE-32795-6,,,DOM Invalid Entity
CE-32796-7,,,DOM Invalid Node Type
CE-32807-0,,,"License Error // Step 1: If you have previously activated the system as your Primary PS4, go to [Settings] > [PSN] > [Activate as Your Primary PS4], deactivate, and then reactivate. Step 2: Go to [Settings] > [PSN] > [Restore Licenses],and choose the restore option. Step 3: If the error occurs again, please try again later. You can also check the status of the PSN here."
CE-32812-6,,,Not enough memory to run
CE-32813-7,,,Parameter is invalid
CE-32814-8,,,Dictionary data is invalid
CE-32815-9,,,Parts are incomplete
CE-32816-0,,,Face angle is out of range
CE-32817-1,,,Face shape is imperfect
CE-32818-2,,,Error code indicating that Smart is not initialized yet.
CE-32819-3,,,Error code indicating that Smart failed to allocate memory.
CE-32820-5,,,Error code indicating that Smart is already initialized.
CE-32821-6,,,Error code indicating that Smart is not stoped yet.
CE-32822-7,,,Error code indicating that some of the resources are not yet
CE-32823-8,,,Error code indicating that the given value is invalid.
CE-32824-9,,,Error code indicating that the given pointer is invalid.
CE-32825-0,,,Error code indicating that the input is already registered.
CE-32826-1,,,Error code indicating that the input is not yet registered.
CE-32827-2,,,Error code indicating that Smart is already started.
CE-32828-3,,,Error code indicating that Smart is not started yet.
CE-32829-4,,,Error code indicating that Smart is not ready for the request.
CE-32830-6,,,Error code indicating that the given value/file is not
CE-32831-7,,,Error code indicating that no target has been registered yet.
CE-32832-8,,,Error code indicating that Smart is locked by other threads.
CE-32833-9,,,Error code indicating that no target pack has been registered yet.
CE-32834-0,,,Error code indicating that maximum number of registered target pack has been exceeded.
CE-32835-1,,,Specified memory address is invalid
CE-32836-2,,,Specified memory size is invalid
CE-32837-3,,,invalid argument
CE-32838-4,,,invalid port
CE-32839-5,,,invalid handle
CE-32840-7,,,already opened the port.
CE-32841-8,,,library uninitialized.
CE-32842-9,,,invalid light bar setting.
CE-32843-0,,,device is not connected of the handle.
CE-32844-1,,,fatal error
CE-32845-2,,,Unknown error. This value should not be used.
CE-32846-3,,,The specified AJM context does not exist.
CE-32847-4,,,The specified AJM instance does not exist.
CE-32848-5,,,The specified AJM batch does not exist.
CE-32849-6,,,An invalid parameter was passed.
CE-32850-8,,,Not enough memory to perform the operation.
CE-32851-9,,,Not enough resources to perform the operation.
CE-32852-0,,,The specified codec is not supported.
CE-32853-1,,,The specified codec is already registered in the context
CE-32854-2,,,The specified codec is not registered in the context.
CE-32855-3,,,The revision passed in the flags is not supported.
CE-32856-4,,,One of the flags is not supported by the codec.
CE-32857-5,,,The entity (instance codec...) is currently in use.
CE-32858-6,,,The specified priority is invalid.
CE-32859-7,,,The specified batch has not completed yet.
CE-32860-9,,,The operation cannot be performed at the moment.
CE-32861-0,,,The specified batch contains error.
CE-32862-1,,,One or more jobs failed to be added to the batch.
CE-32863-2,,,The batch contains an invalid opcode.
CE-32864-3,,,The batch references an instance that is already being processed in a batch of a different priority.
CE-32865-4,,,The batch references a buffer that exceeds the allowed size.
CE-32866-5,,,The batch references a buffer that is not accessible within this process.
CE-32867-6,,,
CE-32868-7,,,
CE-32869-8,,,Application can not be started
CE-32875-5,SCE_LNC_UTIL_ERROR_DEVKIT_EXPIRED = -2137784309,0x8094000B,Cannot start the application // Occurs on a retail ps4 with a non married bd logic board. Apps restricted from loading however dvd playback is functional.
CE-32883-4,,,Out of memory // Internal error // Turn off the PS4 and restart the system.
CE-32884-5,,,Library not initialized
CE-32885-6,,,Library has already been initialized
CE-32886-7,,,Specified data is broken
CE-32887-8,,,Could not find specified element
CE-32888-9,,,The format of the specified parameter was not appropriate
CE-32889-0,,,"Specified ID was not appropriate // Download has cancelled because the downloading of this content has previously been started and experienced an error. // Step 1: Go to [Notifications] > [Downloads] and check the content is on the list. Delete the content from [Options], and retry downloading the content from the Library. Step 2: If you fail downloading the content again, back up the data using USB device or PS+ online storage, and then go to Safe Mode to try ?4.Rebuild Database]. You can find more information on Safe Mode here. After the Rebuild Database is finished, bring back the data and retry your download from the Library. Step 3: If the error occurs again, go to [Settings] > [Initialization] > [Initialize PS4] and try the PS4 initialization."
CE-32890-2,,,Specified parameter was not appropriate
CE-32891-3,,,The size is out of predefined range
CE-32892-4,,,Unknown error
CE-32893-5,,,Invalid certificate is specified
CE-32894-6,,,Common name check of server certificate failed
CE-32895-7,,,Does not have certificate of RootCA that issued server certificate // An error has occured.
CE-32896-8,,,Certificate validity period expired
CE-32897-9,,,Before certificate validity period
CE-32898-0,,,Socket is in blocking state
CE-32899-1,,,Received a fatal alert message from server
CE-32900-4,,,Called API with prohibited options
CE-32901-5,,,Internal error
CE-32902-6,,,Not initialized
CE-32903-7,,,Already initialized
CE-32904-8,,,Cannot allocate memory
CE-32905-9,,,Invalid argument
CE-32906-0,,,Operation not supported
CE-32907-1,,,No events are available
CE-32908-2,,,Not logged in
CE-32909-3,,,Insufficient buffer space to store information
CE-32920-6,,,"Download cancelled because content does not need to be downloaded // Step 1: Select [OK] on the error message. Then go to [Settings] > [PSN] > [Restore License] and try restoring the licenses. Step 2: Next, go to the home screen to select the game icon. Check that the purchased item is available in the game. If you have purchased a subscription item (i.e. season pass), go to [Settings] > [PSN] > [Account Information] > [Services List] to see if the item has been activated. Step 3: If you cannot find the item, restart the PS4 system and try Step 2 again."
CE-32921-7,,,
CE-32922-8,,,
CE-32923-9,,,
CE-32924-0,,,
CE-32925-1,,,
CE-32926-2,,,
CE-32927-3,,,
CE-32928-4,,,"Download has cancelled because the downloading of this content has previously been started and experienced an error. // Step 1: Go to [Notifications] > [Downloads] and check the content is on the list. Delete the content from [Options], and retry downloading the content from the Library. Step 2: If you fail downloading the content again, back up the data using USB device or PS+ online storage, and then go to Safe Mode to try ?4.Rebuild Database]. You can find more information on Safe Mode here. After the Rebuild Database is finished, bring back the data and retry your download from the Library. Step 3: If the error occurs again, go to [Settings] > [Initialization] > [Initialize PS4] and try the PS4 initialization."
CE-32937-4,,,"Failed to download data. // Step 1: Select ""Retry"" on the error message. Cancel download, and retry from the beginning. Step 2: Restart the PS4 and try your download again. Step 3: If the error persists, the network connection may be temporary busy or unstable. Cancel the download and retry after a while."
CE-32942-0,,,"The extension of the URL specified with ""Download a Package"" > ""Package URL"" or the extension of content_url specified with content_list.json may not be .pkg/.PKG. Check that the URL extension of the content is .pkg/.PKG"
CE-32943-1,,,
CE-32944-2,,,
CE-32945-3,,,"The Content ID specified with ""Download a Package"" >""Content ID"" or the id specified with content_list.json may not be matching the Content ID of the package file. Check the specification of ""Download a Package"" > ""Content ID"" and the Content ID of PARAM.SFO."
CE-32946-4,,,
CE-32947-5,,,"Could not download the file. // Step 1: Try the Internet connection test at [Settings] > [Network] > [Test Internet Connection]. Check that the internet status is valid. Step 2: Delete the content (if it is shown in content area), and try redownloading the content from Library. Step 3: If the error occurs again, please visit our Contact page to contact SCEA for additional technical support."
CE-32957-6,,,"The Content ID specified with ""Download a Package"" >""Content ID"", the id specified with content_list.json, or the Content ID of the package file is of an invalid format. Check the specified Content ID and the Content ID of PARAM.SFO."
CE-32958-7,,,Application could not be started
CE-33069-1,,,Canceled
CE-33070-3,,,Not Accept
CE-33071-4,,,Busy
CE-33072-5,,,No Initialize
CE-33073-6,,,Multiple Initialize
CE-33074-7,,,No Memory
CE-33075-8,,,File Not Found
CE-33076-9,,,Not Supported Format
CE-33077-0,,,Large Title
CE-33078-1,,,Large Comment
CE-33079-2,,,Invalid Parameter
CE-33080-4,,,Disk Full
CE-33081-5,,,Execution Max
CE-33105-2,,,Set the wrong parameter
CE-33106-3,,,Not initialized save data library yet
CE-33107-4,,,Out of memory
CE-33108-5,,,Savedata directory has already been mounted
CE-33109-6,,,Savedata directory is not mounted
CE-33110-8,,,Savedata permission denied
CE-33111-9,,,Savedata fingerprint mismatch
CE-33112-0,,,Savedata already exists
CE-33113-1,,,Savedata not found
CE-33114-2,,,Not enough space for writing savedata at mount point
CE-33115-3,,,Not enough space for mounting savedata at file system
CE-33116-4,,,Internal error
CE-33117-5,,,Reached mount max
CE-33118-6,,,Not mounted for writing
CE-33119-7,,,File not found
CE-33120-9,,,Savedata broken
CE-33121-0,,,Inhibit during mount
CE-33122-1,,,Invalid login user
CE-33123-2,,,
CE-33124-3,,,
CE-33125-4,,,Unknown error
CE-33126-5,,,Invalid parameter
CE-33127-6,,,Not callable status
CE-33128-7,,,Game live streaming Not initialized
CE-33129-8,,,Encoder error
CE-33130-0,,,Out of memory
CE-33155-7,,,Unexpected internal error occurs
CE-33156-8,,,The system service is not available
CE-33157-9,,,Parameter is invalid
CE-33158-0,,,There's no event to receive
CE-33159-1,,,The function is rejected
CE-33160-3,,,Safe area information have not adjusted
CE-33179-3,,,Application is not found // Retry after the installation is completed. Installation of Add-Ons fails until the installation of application installation is complete.
CE-33199-5,,,"You must Update your System to Version 1.06 or higher. Actual Version: 1.01 If Applications are running, choose [update later] and save your progress in the Application."
CE-33210-9,,,Invalid argument
CE-33211-0,,,Resource temporarily unavailable
CE-33212-1,,,Not enough core
CE-33213-2,,,Resource reset
CE-33214-3,,,No space left on device
CE-33215-4,,,No data is available
CE-33216-5,,,File table overflow
CE-33217-6,,,Device busy
CE-33218-7,,,Process Interrupted
CE-33219-8,,,Insufficient memory
CE-33220-0,,,Fatal error
CE-33221-1,,,Specified parameter is not appropriate
CE-33222-2,,,File open error
CE-33223-3,,,File write error
CE-33224-4,,,Function not called in a proper state
CE-33225-5,,,Recording is interrupted
CE-33226-6,,,internal error
CE-33227-7,,,invalid handle
CE-33228-8,,,invalid pointer
CE-33229-9,,,invalid channel
CE-33230-1,,,invalid sampling rate
CE-33231-2,,,invalid bit rate
CE-33232-3,,,invalid input format
CE-33233-4,,,invalid output format
CE-33234-5,,,invalid input size
CE-33266-0,,,Undefined error
CE-33267-1,,,Unpredictable error occurrence
CE-33268-2,,,Failure in memory allocation
CE-33269-3,,,Improper parameter
CE-33270-5,,,Incorrect processing executed
CE-33271-6,,,Library uninitialized
CE-33272-7,,,Already initialized
CE-33273-8,,,No event to get
CE-33274-9,,,Undefined error other than the following
CE-33275-0,,,Unexpected error occurred
CE-33276-1,,,Could not allocate memory
CE-33277-2,,,Specified parameter is inappropriate
CE-33278-3,,,Library is not initialized
CE-33279-4,,,Already initialized
CE-33280-6,,,Package is already open
CE-33281-7,,,Package is not open
CE-33282-8,,,Specified PlayGo handle is invalid
CE-33283-9,,,Specified variable value is NULL
CE-33284-0,,,Specified size value is invalid
CE-33285-1,,,Specified chunk ID value is invalid
CE-33286-2,,,Specified speed value is invalid
CE-33287-3,,,Application does not support PlayGo
CE-33288-4,,,This operation is not permitted
CE-33289-5,,,Specified locus value is invalid
CE-33329-0,,,pAttr is NULL for S3dConversionQueryAttr()
CE-33330-2,,,pRsrc is NULL for S3dConversionOpen()
CE-33331-3,,,*pRsrc setting is invalid for S3dConversionOpen()
CE-33332-4,,,pHandle is NULL for S3dConversionOpen()
CE-33333-5,,,Allocated memory is invalid for S3dConversionOpen()
CE-33334-6,,,handle is NULL for S3dConversionClose()
CE-33335-7,,,*handle is invalid for S3dConversionClose()
CE-33336-8,,,Converting and cannot close with S3dConversionClose()
CE-33338-0,,,handle is NULL for S3dConversionExec()
CE-33339-1,,,*handle is invalid for S3dConversionExec()
CE-33340-3,,,pInPicInfo is NULL for S3dConversionExec()
CE-33341-4,,,*pInPicInfo setting is invalid for S3dConversionExec()
CE-33342-5,,,pCtrl is NULL for S3dConversionExec()
CE-33343-6,,,*pCtrl setting is invalid for S3dConversionExec()
CE-33344-7,,,pOutInfoL and pOutInfoR are NULL for S3dConversionExec()
CE-33345-8,,,*pOutInfoL setting is invalid for S3dConversionExec()
CE-33346-9,,,*pOutInfoR setting is invalid for S3dConversionExec()
CE-33347-0,,,pOutInfoL target is NULL for S3dConversionExec()
CE-33348-1,,,*OutInfoL target setting is invalid for S3dConversionExec()
CE-33349-2,,,pOutInfoR target is NULL for S3dConversionExec()
CE-33350-4,,,*OutInfoR target setting is invalid for S3dConversionExec()
CE-33351-5,,,Error during command generation for S3dConversionExec()
CE-33352-6,,,Not initialized
CE-33353-7,,,invalid pointer
CE-33354-8,,,invalid value
CE-33355-9,,,invalid argument
CE-33356-0,,,The feature is not supported
CE-33357-1,,,The clock is not available
CE-33358-2,,,error occured in parsing
CE-33359-3,,,The year value is invalid
CE-33360-5,,,The month value is invalid
CE-33361-6,,,The day value is invalid
CE-33362-7,,,The hour value is invalid
CE-33363-8,,,The minute value is invalid
CE-33364-9,,,The second value is invalid
CE-33365-0,,,The microsecond value is invalid
CE-33402-2,,,CommonDialogInitialize is not running
CE-33403-3,,,CommonDialogInitialize is already running
CE-33404-4,,,The Common Dialog has not been initialized
CE-33405-5,,,The Common dialog is already initialized.
CE-33406-6,,,The Common Dialog is not finished
CE-33407-7,,,It's the state that is unable to call the API.
CE-33408-8,,,As a result of the common dialog does not exist
CE-33409-9,,,Another Common Dialog is in use
CE-33410-1,,,There is not enough memory
CE-33411-2,,,It is an invalid parameter
CE-33412-3,,,The Common Dialog is not running.
CE-33413-4,,,The Common dialog is already closed.
CE-33414-5,,,Invalid NULL pointer has been specified in argument
CE-33415-6,,,Unexpected fatal error occurred
CE-33416-7,,,you use unsupported features.
CE-33417-8,,,Not enough memory to run
CE-33418-9,,,Parameter is invalid
CE-33419-0,,,Dictionary data is invalid
CE-33420-2,,,Hand angle is out of range
CE-33426-8,,,Parameter is invalid
CE-33427-9,,,updateMode is invalid
CE-33428-0,,,executionMode is invalid
CE-33429-1,,,pixelFormat is invalid
CE-33430-3,,,imageType is invalid
CE-33431-4,,,handle is invalid
CE-33432-5,,,memory alignment is invalid
CE-33433-6,,,aspect is invalid
CE-33434-7,,,size parameter is invalid
CE-33435-8,,,reserved parameter is invalid
CE-33436-9,,,pointer address is invalid
CE-33437-0,,,resolution parameter is invalid
CE-33438-1,,,camera type is invalid
CE-33439-2,,,parameter range is invalid
CE-33440-4,,,Not enough memory
CE-33441-5,,,Could not created instance
CE-33442-6,,,Calibration is necessary
CE-33443-7,,,Fatal error occurred
CE-33444-8,,,Already running IME
CE-33445-9,,,supportedLanguages value is invalid
CE-33446-0,,,Memory is insufficient
CE-33447-1,,,Connection with IME has failed
CE-33448-2,,,Too many requests for IME
CE-33449-3,,,Content of text is invalid
CE-33450-5,,,Event is overflowed
CE-33451-6,,,User ID value is invalid
CE-33452-7,,,type value is invalid
CE-33453-8,,,supportedLanguages value is invalid
CE-33454-9,,,enterLabel value is invalid
CE-33455-0,,,inputMethod value is invalid
CE-33456-1,,,option value is invalid
CE-33457-2,,,maxTextLength value is invalid
CE-33458-3,,,inputTextBuffer value is invalid
CE-33459-4,,,posx value is invalid
CE-33460-6,,,poxy value is invalid
CE-33461-7,,,horizontalAlignment value is invalid
CE-33462-8,,,verticalAlignment value is invalid
CE-33463-9,,,extended value is invalid
CE-33464-0,,,work value is invalid
CE-33465-1,,,arg value is invalid
CE-33466-2,,,handler value is invalid
CE-33467-3,,,no resource ID
CE-33468-4,,,mode value is invalid
CE-33469-5,,,An invalid parameter has been specified
CE-33470-7,,,An invalid address has been specified
CE-33471-8,,,reserved value is invalid
CE-33472-9,,,internal error
CE-33473-0,,,title value is invalid
CE-33474-1,,,Called during a period other than
CE-33475-2,,,Called during a period other than
CE-33476-3,,,ImeDialogInit() is not called
CE-33485-3,,,Parameter error
CE-33486-4,,,Insufficient memory
CE-33487-5,,,File not found
CE-33488-6,,,Invalid file format
CE-33489-7,,,Insufficient storage capacity
CE-33490-9,,,Other internal error
CE-33498-7,,,Invalid data
CE-33544-9,,,decoder API failed
CE-33545-0,,,invalid codec type
CE-33546-1,,,invalid struct size
CE-33547-2,,,invalid decoder handle
CE-33548-3,,,invalid size of CPU memory
CE-33549-4,,,invalid pointer for CPU memory
CE-33550-6,,,invalid size of CPU/GPU memory
CE-33551-7,,,invalid pointer for CPU/GPU memory
CE-33552-8,,,invalid pointer for shader context
CE-33553-9,,,invalid access unit size
CE-33554-0,,,invalid pointer for access unit
CE-33555-1,,,invalid frame buffer size
CE-33556-2,,,invalid pointer for frame buffer
CE-33557-3,,,invalid frame buffer alignment
CE-33558-4,,,invalid value in VideodecConfigInfo
CE-33559-5,,,invalid argument pointer
CE-33585-4,,,Not initialized.
CE-33586-5,,,Already initialized.
CE-33587-6,,,Invalid argument.
CE-33588-7,,,Invalid Pad library handle.
CE-33598-8,,,Invalid arguments passed to the submit function
CE-33599-9,,,Not enough resources to submit the command buffers; try to split reduced the number of DCB/CCB to submit at once
CE-33600-2,,,Prepare Flip hasn't been called
CE-33601-3,,,Flip queue full
CE-33602-4,,,Flip request failed
CE-33603-5,,,Internal Error
CE-33604-6,,,Not setting compatible PS and MRT formats can cause unexpected or corrupt rendering results.
CE-33605-7,,,The address of a V# is invalid
CE-33606-8,,,The address of a T# is invalid
CE-33607-9,,,The address of either a T# or a V# is invalid
CE-33608-0,,,The address of a resource sampler constant buffer or global table is invalid
CE-33609-1,,,A Gnm::writeAtEndOfPipe() function was called with an invalid EndOfPipeEventType
CE-33610-3,,,The address of the index buffer is invalid
CE-33611-4,,,The tessellation factor buffer is invalid
CE-33612-5,,,The scratch ring is invalid
CE-33613-6,,,The primitive type is not set before a draw call
CE-33614-7,,,The index size is not set before an indexed draw call
CE-33615-8,,,The size of the inlined buffer of a drawIndexInline is incorrect
CE-33616-9,,,In order to use patches the number of patches must be set via the Gnm::TessellationRegisters
CE-33617-0,,,Gnm::DrawCommandBuffer::setGsMode() is called with GsMode kGsModeDisable when Gnm::DrawCommandBuffer::setActiveShaderStages() has the GS stage disabled
CE-33618-1,,,An enabled shader has an invalid address
CE-33619-2,,,"Validation not enabled. Please make sure to enable ""PA Debug"" and ""ValidateGPU"" in target manager."
CE-33620-4,,,Cannot open the specified file for writing.
CE-33621-5,,,Cannot capture if Razor is not enabled.
CE-33622-6,,,The command buffer being captured is empty.
CE-33623-7,,,Internal error.
CE-33624-8,,,Pipe id must between 0 or 3 (inclusive).
CE-33625-9,,,Queue id must between 0 or 7 (inclusive).
CE-33626-0,,,Invalid Ring Size (must be multiple of DW and a power of 2).
CE-33627-1,,,Ring Base Address must be 256 bytes aligned.
CE-33628-2,,,Read Ptr Address must be 4 bytes aligned.
CE-33629-3,,,Internal error.
CE-33630-5,,,Invalid Argument in Dispatch Draw.
CE-33631-6,,,Out of space for index data in dispatch draw.
CE-33632-7,,,Out of space for block offset in dispatch draw.
CE-33633-8,,,Unrepresentable offset in dispatch draw.
CE-33634-9,,,The operation failed due to an invalid argument.
CE-33635-0,,,The operation failed due to an internal tiling error.
CE-33647-3,,,Texture format isn't BC1 - BC7. Or vmBuffer is NULL.
CE-33648-4,,,BC Encoder is NULL.
CE-33649-5,,,kBlockEncoderBufferSize is too small we need to make it bigger.
CE-33650-7,,,some pointers may be invalid and encoder may not be initialized.
CE-33651-8,,,Texture dimentions should match the srcTexture dimensions. Format should match the encoder format
CE-33652-9,,,not enough room for extendedUserData in dcb
CE-33653-0,,,The operation failed because a NULL pointer was passed to write to.
CE-33654-1,,,The operation failed because the file was not a valid GNF file.
CE-33655-2,,,The operation failed because the size value for the file header contents is not valid.
CE-33656-3,,,The operation failed because the file size is too small to contain the contents of the file.
CE-33657-4,,,The operation failed because the GNF version does not match current GNF version in the Texture Library.
CE-33658-5,,,The operation failed because the alignment value is out of range. It can range between 0 and 31.
CE-33659-6,,,The operation failed because the size of the file contents defined in the header does not match the computed size of the file contents.
CE-33660-8,,,The operation failed because the GNF file could not be opened for reading/appending.
CE-33661-9,,,The operation failed because the file size does not match the stream size of the GNF file contents
CE-33672-1,,,Not initialized.
CE-33673-2,,,Invalid parameter.
CE-33674-3,,,Contents already mounted.
CE-33675-4,,,Contents not mounted.
CE-33676-5,,,Contents not found.
CE-33677-6,,,Reached mount max.
CE-33678-7,,,Contents no entitlement.
CE-33679-8,,,Not enough space in HDD.
CE-33680-0,,,Not supported.
CE-33681-1,,,invalid argument
CE-33682-2,,,invalid port
CE-33683-3,,,invalid handle
CE-33684-4,,,already opened the port.
CE-33685-5,,,library uninitialized.
CE-33686-6,,,fatal error
CE-33687-7,,,An internal error occurred in the utility.
CE-33688-8,,,Without signing in the functionality of Facebook cannot be used.
CE-33689-9,,,User permissions could not be obtained
CE-33690-1,,,Due to UGM restriction the functionality of Facebook cannot be used.
CE-33691-2,,,invalid argument
CE-33692-3,,,invalid status
CE-33693-4,,,invalid status Core IF
CE-33694-5,,,stream full
CE-33695-6,,,not exist streamId
CE-33696-7,,,can not allocate memory
CE-33697-8,,,can not use this api. use other api
CE-33698-9,,,timeout error
CE-33699-0,,,request full
CE-33700-3,,,not exist requestId
CE-33701-4,,,registered callback full
CE-33702-5,,,resource handle full
CE-33703-6,,,not exist resource handle
CE-33704-7,,,can not acquire decoder resource
CE-33705-8,,,invalid argument Core
CE-33706-9,,,not exist stream
CE-33707-0,,,not playable
CE-33708-1,,,error stop
CE-33709-2,,,invalid argument Core IF
CE-33710-4,,,not registered video core function
CE-33711-5,,,sce function error
CE-33712-6,,,kernel function error
CE-33713-7,,,ipmi inter process communication error
CE-33714-8,,,ipmi inter process communication error Core IF
CE-33715-9,,,internal program error
CE-33716-0,,,invalid status Core
CE-33717-1,,,sce function error Core
CE-33718-2,,,kernel function error Core
CE-33719-3,,,ipmi inter process communication error
CE-33720-5,,,internal program error Core
CE-33743-0,,,Connection to server failed // The PS4 was unable to connect to the server. Please try again later. You can check the status of the PSN here.
CE-33755-3,,,invalid argument
CE-33756-4,,,invalid port
CE-33757-5,,,invalid handle
CE-33758-6,,,already opened the port.
CE-33759-7,,,library uninitialized.
CE-33760-9,,,fatal error
CE-33844-2,,,Undefined error
CE-33845-3,,,Unpredictable error occurrence
CE-33846-4,,,Failure in memory allocation
CE-33847-5,,,Improper parameter
CE-33848-6,,,Incorrect processing executed
CE-33849-7,,,Library uninitialized
CE-33850-9,,,Already initialized
CE-33851-0,,,No events to obtain
CE-33852-1,,,Perform default operations without setting an HTTP response
CE-33853-2,,,HTTP server is already started
CE-33854-3,,,HTTP server is not started
CE-33945-4,,,Connection to server failed // The PS4 was unable to connect to the server. Please try again later. You can check the status of the PSN here.
CE-33950-0,,,Could not connect to the server to verify the license // There may be an issue with the server. Please try again later.
CE-33951-1,,,Unknown error. This value should not be used.
CE-33952-2,,,The specified port does not exist.
CE-33953-3,,,The specified object does not exist.
CE-33954-4,,,An invalid parameter was passed.
CE-33955-5,,,Not enough memory to perform the operation.
CE-33956-6,,,Not enough resources to perform the operation.
CE-33957-7,,,The operation cannot be performed at the moment.
CE-33958-8,,,Too many channels specified.
CE-33987-0,,,Internet Connection test error Retry the Internet connection test. It's also possible that the PSN may be be undergoing maintenance. You can check the status of the PSN here.
CE-33983-6,,,Internet Connection test error Retry the Internet connection test. It's also possible that the PSN may be be undergoing maintenance. You can check the status of the PSN here.
CE-33984-7,,,Internet Connection test error Retry the Internet connection test. It's also possible that the PSN may be be undergoing maintenance. You can check the status of the PSN here.
CE-33985-8,,,Internet Connection test error Retry the Internet connection test. It's also possible that the PSN may be be undergoing maintenance. You can check the status of the PSN here.
CE-33986-9,,,Internet Connection test error Retry the Internet connection test. It's also possible that the PSN may be be undergoing maintenance. You can check the status of the PSN here.
CE-33988-1,,,Internet Connection test error Retry the Internet connection test. It's also possible that the PSN may be be undergoing maintenance. You can check the status of the PSN here.
CE-33989-2,,,Internet Connection test error Retry the Internet connection test. It's also possible that the PSN may be be undergoing maintenance. You can check the status of the PSN here.
CE-33990-4,,,Internet Connection test error Retry the Internet connection test. It's also possible that the PSN may be be undergoing maintenance. You can check the status of the PSN here.
CE-33991-5,,,Get the status of the non HTTP_GET_200 in Internet connection. // Retry Internet Connection test.
CE-33992-6,,,Make sure you are signed in to PSN before you start the connection test. It's also possible that the PSN may be be undergoing maintenance. You can check the status of the PSN here.
CE-33994-8,,,The Dialog has not been initialized
CE-33995-9,,,The Dialog is already initialized.
CE-33996-0,,,It is an invalid parameter
CE-33997-1,,,Unexpected fatal error occurred
CE-33998-2,,,It's the state that is unable to call the API.
CE-33999-3,,,It's the service state that is unable to call the API.
CE-34000-7,,,Invalid user ID was specified.
CE-34001-8,,,Not initialized.
CE-34002-9,,,Already initialized.
CE-34003-0,,,Invalid argument.
CE-34004-1,,,Invalid Move library handle.
CE-34005-2,,,Invalid Move library handle.
CE-34006-3,,,Invalid port.
CE-34007-4,,,Already opened the port.
CE-34008-5,,,Fatal error.
CE-34009-6,,,Not initialized.
CE-34010-8,,,Already initialized.
CE-34011-9,,,Invalid argument.
CE-34012-0,,,Invalid Move library handle.
CE-34101-9,,,PsvrCreateFromUncompress() or PsvrCreateFromCompress() failed.
CE-34102-0,,,Invalid tuning options.
CE-34103-1,,,Memory operation failed.
CE-34104-2,,,Memory leak.
CE-34105-3,,,Save compact CPR failed.
CE-34106-4,,,Create compress CPR failed.
CE-34107-5,,,Create GnD failed.
CE-34108-6,,,PsvrStart() failed.
CE-34109-7,,,Invalid argument.
CE-34110-9,,,Insufficient resources.
CE-34111-0,,,PSVR library has not been initialized.
CE-34112-1,,,PSVR library has been initialized.
CE-34113-2,,,Invalid PSVR result.
CE-34127-7,,,invalid argument
CE-34128-8,,,memory allocation error
CE-34149-1,,,A file could not be opened
CE-34150-3,,,A problem occurred reading a file
CE-34151-4,,,Memory could not be allocated to load a file
CE-34152-5,,,A Bank is not aligned on a 16-byte boundary
CE-34153-6,,,A file has an invalid format
